date,action,ticker,units,price,gross,cost,cash_after
2018-01-01,BUY,MON100.NS,6883,48.4,333137.2,166.5686,666696.2313999999
2018-01-01,BUY,MOM100.NS,15282,21.8,333147.60000000003,166.57380000000003,333382.0575999999
2018-01-01,BUY,JUNIORBEES.NS,1055,315.5,332852.5,166.42625,363.13134999986505
2018-01-15,SELL,JUNIORBEES.NS,1055,322.77,340522.35,170.26117499999998,340715.22017499985
2018-01-15,BUY,CPSEETF.NS,10985,31.0,340535.0,170.2675,9.952674999833107
2018-01-22,SELL,CPSEETF.NS,10985,30.31,332955.35,166.477675,332798.82499999984
2018-01-22,BUY,BANKBEES.NS,1213,274.16,332556.08,166.27804,76.46695999981603
2018-02-05,SELL,MOM100.NS,15282,22.11,337885.02,168.94251,337792.5444499998
2018-02-05,BUY,GOLDBEES.NS,12421,27.18,337602.77999999997,168.80139,20.963059999863617
2018-02-12,SELL,BANKBEES.NS,1213,261.59,317308.67,158.654335,317170.9787249998
2018-02-12,BUY,LIQUIDBEES.NS,317,1000.0,317000.0,158.5,12.478724999818951
2018-04-02,SELL,MON100.NS,6883,51.55,354818.64999999997,177.409325,354653.71939999977
2018-04-02,BUY,JUNIORBEES.NS,1188,298.29,354368.52,177.18426000000002,108.01513999974122
2018-04-09,SELL,GOLDBEES.NS,12421,27.38,340086.98,170.04349,340024.9516499997
2018-04-09,BUY,BANKBEES.NS,1339,253.69,339690.91,169.845455,164.19619499973487
2018-04-16,SELL,LIQUIDBEES.NS,317,999.99,316996.83,158.49841500000002,317002.5277799998
2018-04-16,BUY,INFRABEES.NS,904,350.45,316806.8,158.4034,37.324379999772646
2018-04-23,SELL,BANKBEES.NS,1339,252.85,338566.14999999997,169.283075,338434.19130499975
2018-04-23,BUY,GOLDBEES.NS,12076,28.01,338248.76,169.12438,16.306924999749754
2018-04-30,SELL,INFRABEES.NS,904,357.49,323170.96,161.58548000000002,323025.68144499976
2018-04-30,SELL,GOLDBEES.NS,12076,27.75,335109.0,167.5545,657967.1269449997
2018-04-30,BUY,NIFTYBEES.NS,2957,111.17,328729.69,164.364845,329073.0720999997
2018-04-30,BUY,BANKBEES.NS,1265,259.83,328684.94999999995,164.34247499999998,223.77962499973364
2018-05-07,SELL,JUNIORBEES.NS,1188,305.34,362743.92,181.37196,362786.3276649997
2018-05-07,BUY,MOM100.NS,17341,20.91,362600.31,181.300155,4.717509999696631
2018-05-21,SELL,MOM100.NS,17341,20.35,352889.35000000003,176.44467500000002,352717.62283499975
2018-05-21,BUY,MON100.NS,6379,55.26,352503.54,176.25177,37.83106499980204
2018-05-28,SELL,NIFTYBEES.NS,2957,111.05,328374.85,164.187425,328248.49363999977
2018-05-28,BUY,PSUBNKBEES.NS,9781,33.54,328054.74,164.02737,29.72626999975182
2018-07-02,SELL,PSUBNKBEES.NS,9781,31.05,303700.05,151.850025,303577.92624499975
2018-07-02,BUY,NIFTYBEES.NS,2733,111.0,303363.0,151.6815,63.24474499974167
2018-07-23,SELL,BANKBEES.NS,1265,274.01,346622.64999999997,173.31132499999998,346512.5834199997
2018-07-23,BUY,NIF100BEES.NS,3003,115.3,346245.89999999997,173.12294999999997,93.56046999973478
2018-07-30,SELL,MON100.NS,6379,60.58,386439.82,193.21991,386340.16055999976
2018-07-30,BUY,PSUBNKBEES.NS,10750,35.92,386140.0,193.07,7.09055999974953
2018-08-06,SELL,NIFTYBEES.NS,2733,118.74,324516.42,162.25821,324361.25234999973
2018-08-06,SELL,NIF100BEES.NS,3003,120.05,360510.14999999997,180.25507499999998,684691.1472749996
2018-08-06,BUY,MOM100.NS,16332,20.95,342155.39999999997,171.0777,342364.66957499966
2018-08-06,BUY,CPSEETF.NS,12393,27.61,342170.73,171.085365,22.854209999670275
2018-08-13,SELL,CPSEETF.NS,12393,27.06,335354.57999999996,167.67728999999997,335209.7569199996
2018-08-13,BUY,JUNIORBEES.NS,1105,303.18,335013.9,167.50695000000002,28.34996999957366
2018-08-20,SELL,JUNIORBEES.NS,1105,311.28,343964.39999999997,171.98219999999998,343820.7677699995
2018-08-20,BUY,HNGSNGBEES.NS,968,355.0,343640.0,171.82,8.94776999950409
2018-08-27,SELL,HNGSNGBEES.NS,968,329.32,318781.76,159.39088,318631.3168899995
2018-08-27,BUY,JUNIORBEES.NS,1005,316.69,318273.45,159.136725,198.73016499949154
2018-09-03,SELL,MOM100.NS,16332,20.83,340195.56,170.09778,340224.1923849995
2018-09-03,BUY,INFRABEES.NS,1017,334.33,340013.61,170.00680499999999,40.5755799994804
2018-09-10,SELL,PSUBNKBEES.NS,10750,34.13,366897.5,183.44875,366754.6268299995
2018-09-10,BUY,NIF100BEES.NS,3034,120.81,366537.54,183.26877,33.818059999495745
2018-09-17,SELL,JUNIORBEES.NS,1005,306.47,308002.35000000003,154.00117500000002,307882.16688499955
2018-09-17,SELL,NIF100BEES.NS,3034,121.68,369177.12,184.58856,676874.6983249995
2018-09-17,BUY,GOLDBEES.NS,12381,27.32,338248.92,169.12446,338456.65386499953
2018-09-17,BUY,NIFTYBEES.NS,2843,118.96,338203.27999999997,169.10163999999997,84.27222499955678
2018-09-24,SELL,INFRABEES.NS,1017,315.0,320355.0,160.1775,320279.09472499957
2018-09-24,SELL,NIFTYBEES.NS,2843,114.8,326376.39999999997,163.1882,646492.3065249996
2018-09-24,BUY,NIF100BEES.NS,2774,116.44,323004.56,161.50228,323326.24424499954
2018-09-24,BUY,CPSEETF.NS,11974,26.98,323058.52,161.52926000000002,106.19498499954352
2018-10-01,SELL,NIF100BEES.NS,2774,115.39,320091.86,160.04593,320038.0090549995
2018-10-01,BUY,LIQUIDBEES.NS,319,999.99,318996.81,159.498405,881.7006499994895
2018-10-08,SELL,CPSEETF.NS,11974,24.04,287854.95999999996,143.92747999999997,288592.73316999944
2018-10-08,BUY,MON100.NS,4398,65.58,288420.83999999997,144.21042,27.682749999454245
2018-10-29,SELL,MON100.NS,4398,58.09,255479.82,127.73991000000001,255379.76283999946
2018-10-29,BUY,MOM100.NS,13469,18.95,255237.55,127.618775,14.594064999459079
2018-11-05,SELL,MOM100.NS,13469,19.44,261837.36000000002,130.91868000000002,261721.03538499947
2018-11-05,SELL,LIQUIDBEES.NS,319,999.99,318996.81,159.498405,580558.3469799994
