date,action,ticker,units,price,gross,cost,cash_after
2018-01-01,BUY,MON100.NS,4130,48.4,199892.0,99.946,800008.054
2018-01-01,BUY,MOM100.NS,9169,21.8,199884.2,99.94210000000001,600023.9119
2018-01-01,BUY,JUNIORBEES.NS,633,315.5,199711.5,99.85575,400212.55614999996
2018-01-01,BUY,INFRABEES.NS,537,371.7,199602.9,99.80145,200509.85469999997
2018-01-01,BUY,CPSEETF.NS,6630,30.15,199894.5,99.94725,515.4074499999697
2018-01-22,SELL,CPSEETF.NS,6630,30.31,200955.3,100.47765,201370.22979999997
2018-01-22,SELL,JUNIORBEES.NS,633,320.11,202629.63,101.31481500000001,403898.544985
2018-01-22,BUY,BANKBEES.NS,736,274.16,201781.76,100.89088000000001,202015.89410499998
2018-01-22,BUY,NIFTYBEES.NS,1788,112.88,201829.44,100.91472,85.53938499998185
2018-01-29,SELL,INFRABEES.NS,537,370.16,198775.92,99.38796,198762.071425
2018-01-29,BUY,CPSEETF.NS,6406,31.01,198650.06,99.32503,12.686394999996992
2018-02-05,SELL,CPSEETF.NS,6406,29.68,190130.08,95.06504,190047.701355
2018-02-05,BUY,GOLDBEES.NS,6988,27.18,189933.84,94.96692,18.8944349999947
2018-02-12,SELL,BANKBEES.NS,736,261.59,192530.24,96.26512,192452.869315
2018-02-12,BUY,CPSEETF.NS,6418,29.97,192347.46,96.17372999999999,9.235584999987623
2018-03-05,SELL,MOM100.NS,9169,20.74,190165.06,95.08253,190079.21305499997
2018-03-05,BUY,LIQUIDBEES.NS,189,1000.0,189000.0,94.5,984.7130549999711
2018-03-12,SELL,CPSEETF.NS,6418,28.98,185993.64,92.99682000000001,186885.35623499998
2018-03-12,BUY,MOM100.NS,9116,20.49,186786.84,93.39342,5.122814999980619
2018-03-26,SELL,MOM100.NS,9116,20.22,184325.52,92.16275999999999,184238.48005499996
2018-03-26,BUY,JUNIORBEES.NS,633,290.71,184019.43,92.009715,127.04033999997773
2018-05-07,SELL,MON100.NS,4130,47.45,195968.5,97.98425,195997.55608999997
2018-05-07,BUY,BANKBEES.NS,749,261.4,195788.59999999998,97.89429999999999,111.06178999997792
2018-05-14,SELL,JUNIORBEES.NS,633,298.62,189026.46,94.51323,189043.00855999996
2018-05-14,BUY,MON100.NS,3704,51.0,188904.0,94.452,44.55655999996816
2018-07-30,SELL,GOLDBEES.NS,6988,26.6,185880.80000000002,92.94040000000001,185832.41616
2018-07-30,SELL,LIQUIDBEES.NS,189,1000.0,189000.0,94.5,374737.91616
2018-07-30,BUY,PSUBNKBEES.NS,5213,35.92,187250.96000000002,93.62548000000001,187393.33068
2018-07-30,BUY,JUNIORBEES.NS,618,302.7,187068.6,93.5343,231.1963800000085
2018-08-06,SELL,MON100.NS,3704,58.37,216202.47999999998,108.10123999999999,216325.57514
2018-08-06,BUY,MOM100.NS,10320,20.95,216204.0,108.102,13.473139999987325
2018-09-24,SELL,BANKBEES.NS,749,254.18,190380.82,95.19041,190299.10272999998
2018-09-24,SELL,PSUBNKBEES.NS,5213,30.46,158787.98,79.39399,349007.68874
2018-09-24,SELL,JUNIORBEES.NS,618,285.93,176704.74,88.35237,525624.07637
2018-09-24,BUY,CPSEETF.NS,6490,26.98,175100.2,87.55010000000001,350436.32627
2018-09-24,BUY,GOLDBEES.NS,6405,27.34,175112.7,87.55635000000001,175236.06992
2018-09-24,BUY,LIQUIDBEES.NS,175,1000.0,175000.0,87.5,148.569920000009
2018-10-01,SELL,MOM100.NS,10320,18.76,193603.2,96.80160000000001,193654.96832
2018-10-01,BUY,BANKBEES.NS,749,258.31,193474.19,96.737095,84.04122500002268
2018-10-08,SELL,CPSEETF.NS,6490,24.04,156019.6,78.0098,156025.63142500003
2018-10-08,BUY,MOM100.NS,8434,18.49,155944.65999999997,77.97232999999999,2.999095000064699
2018-10-15,SELL,MOM100.NS,8434,18.8,158559.2,79.2796,158482.91949500007
2018-10-15,BUY,CPSEETF.NS,6258,25.31,158389.97999999998,79.19498999999999,13.744505000096979
2018-10-22,SELL,CPSEETF.NS,6258,24.73,154760.34,77.38017,154696.7043350001
2018-10-22,BUY,MOM100.NS,8095,19.1,154614.5,77.30725,4.897085000091465
2018-10-29,SELL,NIFTYBEES.NS,1788,107.17,191619.96,95.80998,191529.0471050001
2018-10-29,BUY,CPSEETF.NS,7575,25.27,191420.25,95.710125,13.086980000080075
2018-11-05,SELL,CPSEETF.NS,7575,24.92,188769.0,94.3845,188687.7024800001
2018-11-05,SELL,BANKBEES.NS,749,262.42,196552.58000000002,98.27629000000002,385142.0061900001
2018-11-05,BUY,PSUBNKBEES.NS,5792,33.23,192468.15999999997,96.23407999999999,192577.61211000013
2018-11-05,BUY,INFRABEES.NS,617,311.7,192318.9,96.15944999999999,162.55266000013216
2018-11-19,SELL,MOM100.NS,8095,19.21,155504.95,77.752475,155589.75018500016
2018-11-19,BUY,BANKBEES.NS,578,268.78,155354.84,77.67742,157.232765000168
2018-12-03,SELL,GOLDBEES.NS,6405,27.26,174600.30000000002,87.30015000000002,174670.2326150002
2018-12-03,BUY,NIFTYBEES.NS,1534,113.8,174569.19999999998,87.2846,13.748015000193845
2018-12-10,SELL,PSUBNKBEES.NS,5792,31.19,180652.48,90.32624000000001,180575.9017750002
2018-12-10,BUY,GOLDBEES.NS,6422,28.1,180458.2,90.2291,27.47267500020098
2018-12-17,SELL,NIFTYBEES.NS,1534,113.64,174323.76,87.16188000000001,174264.0707950002
2018-12-17,BUY,PSUBNKBEES.NS,5302,32.85,174170.7,87.08535,6.285445000190521
2018-12-31,SELL,LIQUIDBEES.NS,175,999.99,174998.25,87.499125,174917.0363200002
2018-12-31,BUY,JUNIORBEES.NS,601,290.77,174752.77,87.376385,76.88993500018842
2019-01-07,SELL,JUNIORBEES.NS,601,285.5,171585.5,85.79275,171576.5971850002
2019-01-07,BUY,LIQUIDBEES.NS,171,999.99,170998.29,85.49914500000001,492.80804000017815
2019-01-21,SELL,INFRABEES.NS,617,312.97,193102.49000000002,96.55124500000001,193498.7467950002
2019-01-21,BUY,NIFTYBEES.NS,1689,114.48,193356.72,96.67836,45.34843500019633
2019-02-18,SELL,PSUBNKBEES.NS,5302,29.51,156462.02000000002,78.23101000000001,156429.13742500023
2019-02-18,BUY,INFRABEES.NS,533,293.16,156254.28,78.12714,96.73028500023065
2019-02-25,SELL,INFRABEES.NS,533,296.58,158077.13999999998,79.03856999999999,158094.8317150002
2019-02-25,BUY,CPSEETF.NS,6653,23.75,158008.75,79.004375,7.077340000221739
2019-03-11,SELL,GOLDBEES.NS,6422,28.5,183027.0,91.51350000000001,182942.56384000022
2019-03-11,SELL,LIQUIDBEES.NS,171,999.99,170998.29,85.49914500000001,353855.3546950002
2019-03-11,BUY,JUNIORBEES.NS,610,289.72,176729.2,88.36460000000001,177037.7900950002
2019-03-11,BUY,PSUBNKBEES.NS,5326,33.2,176823.2,88.4116,126.17849500020384
2019-03-18,SELL,JUNIORBEES.NS,610,288.6,176046.0,88.023,176084.15549500022
2019-03-18,BUY,INFRABEES.NS,540,325.88,175975.2,87.98760000000001,20.967895000212593
2019-04-15,SELL,INFRABEES.NS,540,328.43,177352.2,88.6761,177284.4917950002
2019-04-15,BUY,MON100.NS,3393,52.22,177182.46,88.59123,13.44056500022998
2019-05-06,SELL,PSUBNKBEES.NS,5326,33.7,179486.2,89.74310000000001,179409.89746500025
2019-05-06,BUY,INFRABEES.NS,559,320.36,179081.24000000002,89.54062000000002,239.1168450002151
2019-05-13,SELL,INFRABEES.NS,559,304.64,170293.75999999998,85.14688,170447.7299650002
2019-05-13,BUY,DIVOPPBEES.NS,5796,29.39,170344.44,85.17222000000001,18.117745000199648
2019-05-27,SELL,DIVOPPBEES.NS,5796,30.45,176488.19999999998,88.24409999999999,176418.07364500017
2019-05-27,SELL,MON100.NS,3393,50.47,171244.71,85.622355,347577.1612900002
2019-05-27,BUY,PSUBNKBEES.NS,4641,37.42,173666.22,86.83311,173824.10818000018
2019-05-27,BUY,INFRABEES.NS,501,346.48,173586.48,86.79324000000001,150.83494000017527
2019-06-10,SELL,PSUBNKBEES.NS,4641,33.83,157005.03,78.502515,157077.36242500017
2019-06-10,BUY,NIF100BEES.NS,1272,123.39,156952.08,78.47604,46.806385000178125
2019-06-24,SELL,NIF100BEES.NS,1272,121.03,153950.16,76.97508,153919.99130500018
2019-06-24,BUY,MON100.NS,2880,53.4,153792.0,76.896,51.0953050001699
2019-07-01,SELL,NIFTYBEES.NS,1689,124.93,211006.77000000002,105.50338500000001,210952.3619200002
2019-07-01,BUY,PSUBNKBEES.NS,5964,35.35,210827.4,105.4137,19.548220000200672
2019-07-15,SELL,CPSEETF.NS,6653,25.97,172778.41,86.389205,172711.5690150002
2019-07-15,BUY,GOLDBEES.NS,5656,30.52,172621.12,86.31056,4.138455000182148
2019-07-22,SELL,PSUBNKBEES.NS,5964,33.08,197289.12,98.64456,197194.6138950002
2019-07-22,BUY,NIFTYBEES.NS,1643,119.9,196995.7,98.49785000000001,100.41604500016547
2019-07-29,SELL,NIFTYBEES.NS,1643,118.36,194465.48,97.23274,194468.66330500017
2019-07-29,BUY,LIQUIDBEES.NS,194,1000.0,194000.0,97.0,371.6633050001692
2019-08-05,SELL,BANKBEES.NS,578,282.46,163261.87999999998,81.63094,163551.91236500014
2019-08-05,BUY,NIFTYBEES.NS,1419,115.15,163397.85,81.698925,72.36344000013196
2019-08-13,SELL,INFRABEES.NS,501,307.08,153847.08,76.92353999999999,153842.51990000013
