date,action,ticker,units,price,gross,cost,cash_after
2018-01-01,BUY,HNGSNGBEES.NS,701,285.0,199785.0,99.8925,800115.1075
2018-01-01,BUY,MOM100.NS,9169,21.8,199884.2,99.94210000000001,600130.9654000001
2018-01-01,BUY,JUNIORBEES.NS,633,315.5,199711.5,99.85575,400319.6096500001
2018-01-01,BUY,CPSEETF.NS,6630,30.15,199894.5,99.94725,200325.16240000012
2018-01-01,BUY,INFRABEES.NS,537,371.7,199602.9,99.80145,622.4609500001243
2018-01-15,SELL,INFRABEES.NS,537,372.42,199989.54,99.99477,200512.00618000014
2018-01-15,BUY,MON100.NS,4167,48.09,200391.03000000003,100.19551500000001,20.780665000114823
2018-01-29,SELL,JUNIORBEES.NS,633,314.21,198894.93,99.447465,198816.2632000001
2018-01-29,BUY,BANKBEES.NS,713,278.69,198705.97,99.352985,10.940215000096941
2018-02-05,SELL,BANKBEES.NS,713,265.34,189187.41999999998,94.59370999999999,189103.7665050001
2018-02-05,BUY,NIFTYBEES.NS,1713,110.29,188926.77000000002,94.46338500000002,82.53312000006554
2018-02-12,SELL,NIFTYBEES.NS,1713,109.14,186956.82,93.47841000000001,186945.87471000006
2018-02-12,BUY,DIVOPPBEES.NS,6412,29.14,186845.68,93.42284,6.77187000005506
2018-02-26,SELL,HNGSNGBEES.NS,701,306.3,214716.30000000002,107.35815000000001,214615.7137200001
2018-02-26,BUY,NIFTYBEES.NS,1961,109.36,214454.96,107.22748,53.52624000009382
2018-03-12,SELL,CPSEETF.NS,6630,28.98,192137.4,96.06869999999999,192094.85754000008
2018-03-12,SELL,DIVOPPBEES.NS,6412,28.75,184345.0,92.1725,376347.6850400001
2018-03-12,BUY,HNGSNGBEES.NS,553,340.0,188020.0,94.01,188233.67504000012
2018-03-12,BUY,JUNIORBEES.NS,645,291.41,187959.45,93.979725,180.2453150000947
2018-03-19,SELL,NIFTYBEES.NS,1961,104.77,205453.97,102.726985,205531.4883300001
2018-03-19,SELL,JUNIORBEES.NS,645,288.63,186166.35,93.08317500000001,391604.75515500014
2018-03-19,BUY,DIVOPPBEES.NS,6523,30.0,195690.0,97.845,195816.91015500014
2018-03-19,BUY,GOLDBEES.NS,7237,27.04,195688.47999999998,97.84424,30.585915000148816
2018-03-26,SELL,DIVOPPBEES.NS,6523,27.66,180426.18,90.21309,180366.55282500014
2018-03-26,BUY,LIQUIDBEES.NS,180,999.99,179998.2,89.99910000000001,278.3537250001391
2018-04-02,SELL,HNGSNGBEES.NS,553,350.0,193550.0,96.775,193731.57872500014
2018-04-02,BUY,JUNIORBEES.NS,649,298.29,193590.21000000002,96.795105,44.57362000012654
2018-04-09,SELL,LIQUIDBEES.NS,180,1000.0,180000.0,90.0,179954.57362000013
2018-04-09,BUY,HNGSNGBEES.NS,509,353.3,179829.7,89.91485,34.95877000011387
2018-04-16,SELL,MOM100.NS,9169,20.64,189248.16,94.62408,189188.4946900001
2018-04-16,SELL,JUNIORBEES.NS,649,308.11,199963.39,99.981695,389051.9029950001
2018-04-16,BUY,NIF100BEES.NS,1744,111.44,194351.36,97.17568,194603.36731500016
2018-04-16,BUY,NIFTYBEES.NS,1784,108.94,194348.96,97.17448,157.23283500017715
2018-04-23,SELL,NIFTYBEES.NS,1784,109.47,195294.48,97.64724000000001,195354.0655950002
2018-04-23,SELL,NIF100BEES.NS,1744,112.99,197054.56,98.52728,392310.0983150002
2018-04-23,BUY,DIVOPPBEES.NS,6537,29.99,196044.62999999998,98.02231499999999,196167.4460000002
2018-04-23,BUY,MOM100.NS,9489,20.66,196042.74,98.02136999999999,26.684630000207108
2018-04-30,SELL,MOM100.NS,9489,20.71,196517.19,98.258595,196445.61603500022
2018-04-30,BUY,NIFTYBEES.NS,1766,111.17,196326.22,98.16311,21.232925000222167
2018-05-14,SELL,HNGSNGBEES.NS,509,353.9,180135.09999999998,90.06755,180066.2653750002
2018-05-14,BUY,NIF100BEES.NS,1581,113.8,179917.8,89.9589,58.50647500020568
2018-05-21,SELL,DIVOPPBEES.NS,6537,29.3,191534.1,95.76705000000001,191496.83942500022
2018-05-21,BUY,HNGSNGBEES.NS,531,360.0,191160.0,95.58,241.25942500022938
2018-05-28,SELL,NIFTYBEES.NS,1766,111.05,196114.3,98.05715,196257.5022750002
2018-05-28,SELL,NIF100BEES.NS,1581,112.39,177688.59,88.844295,373857.2479800002
2018-05-28,BUY,BANKBEES.NS,692,269.83,186722.36,93.36117999999999,187041.52680000023
2018-05-28,BUY,DIVOPPBEES.NS,6365,29.35,186812.75,93.406375,135.3704250002338
2018-06-11,SELL,DIVOPPBEES.NS,6365,29.58,188276.69999999998,94.13834999999999,188317.93207500022
2018-06-11,BUY,NIFTYBEES.NS,1676,112.25,188131.0,94.0655,92.86657500022557
2018-07-02,SELL,NIFTYBEES.NS,1676,111.0,186036.0,93.018,186035.84857500021
2018-07-02,BUY,LIQUIDBEES.NS,185,1000.0,185000.0,92.5,943.3485750002146
2018-07-09,SELL,BANKBEES.NS,692,271.83,188106.36,94.05318,188955.6553950002
2018-07-09,BUY,NIFTYBEES.NS,1673,112.85,188798.05,94.399025,63.20637000023271
2018-07-16,SELL,GOLDBEES.NS,7237,27.0,195399.0,97.6995,195364.50687000024
2018-07-16,SELL,LIQUIDBEES.NS,185,1000.0,185000.0,92.5,380272.0068700003
2018-07-16,BUY,NIF100BEES.NS,1654,114.87,189994.98,94.99749000000001,190182.02938000025
2018-07-16,BUY,BANKBEES.NS,698,272.02,189869.96,94.93498,217.13440000027185
2018-08-13,SELL,HNGSNGBEES.NS,531,341.1,181124.1,90.56205,181250.67235000027
2018-08-13,BUY,PSUBNKBEES.NS,5176,35.0,181160.0,90.58,0.09235000028274953
2018-09-10,SELL,PSUBNKBEES.NS,5176,34.13,176656.88,88.32844,176568.64391000028
2018-09-10,BUY,DIVOPPBEES.NS,5698,30.97,176467.06,88.23353,13.350380000279984
2018-10-08,SELL,DIVOPPBEES.NS,5698,28.2,160683.6,80.3418,160616.6085800003
2018-10-08,SELL,NIF100BEES.NS,1654,107.0,176978.0,88.489,337506.1195800003
2018-10-08,BUY,LIQUIDBEES.NS,168,1000.0,168000.0,84.0,169422.1195800003
2018-10-08,BUY,GOLDBEES.NS,6080,27.74,168659.19999999998,84.3296,678.5899800003099
2018-10-29,SELL,BANKBEES.NS,698,254.27,177480.46000000002,88.74023000000001,178070.30975000034
2018-10-29,BUY,PSUBNKBEES.NS,5765,30.87,177965.55000000002,88.982775,15.776975000306265
2018-11-05,SELL,PSUBNKBEES.NS,5765,33.23,191570.94999999998,95.78547499999999,191490.94150000028
2018-11-05,BUY,NIF100BEES.NS,1729,110.67,191348.43,95.674215,46.837285000277916
2018-11-19,SELL,MON100.NS,4167,48.8,203349.59999999998,101.67479999999999,203294.76248500025
2018-11-19,SELL,LIQUIDBEES.NS,168,1000.0,168000.0,84.0,371210.76248500025
2018-11-19,BUY,PSUBNKBEES.NS,5577,33.26,185491.02,92.74551,185626.99697500025
2018-11-19,BUY,BANKBEES.NS,690,268.78,185458.19999999998,92.72909999999999,76.06787500026985
2018-11-26,SELL,BANKBEES.NS,690,269.35,185851.50000000003,92.92575000000002,185834.6421250003
2018-11-26,SELL,PSUBNKBEES.NS,5577,32.72,182479.44,91.23972,368222.8424050003
2018-11-26,SELL,NIF100BEES.NS,1729,111.7,193129.30000000002,96.56465000000001,561255.5777550003
2018-11-26,BUY,INFRABEES.NS,586,319.03,186951.58,93.47578999999999,374210.5219650003
2018-11-26,BUY,LIQUIDBEES.NS,186,999.99,185998.14,92.99907,188119.3828950003
2018-11-26,BUY,MOM100.NS,9693,19.29,186977.97,93.488985,1047.9239100003033
2018-12-03,SELL,GOLDBEES.NS,6080,27.26,165740.80000000002,82.8704,166705.8535100003
2018-12-03,SELL,MOM100.NS,9693,18.9,183197.69999999998,91.59885,349811.9546600003
2018-12-03,BUY,BANKBEES.NS,638,273.97,174792.86000000002,87.39643000000001,174931.69823000027
2018-12-03,BUY,NIF100BEES.NS,1530,114.23,174771.9,87.38595,72.41228000028059
2018-12-10,SELL,NIF100BEES.NS,1530,109.93,168192.90000000002,84.09645000000002,168181.2158300003
2018-12-10,BUY,GOLDBEES.NS,5982,28.1,168094.2,84.04710000000001,2.9687300002842676
2018-12-17,SELL,NIFTYBEES.NS,1673,113.64,190119.72,95.05986,190027.62887000028
2018-12-17,SELL,LIQUIDBEES.NS,186,1000.0,186000.0,93.0,375934.62887000025
2018-12-17,BUY,PSUBNKBEES.NS,5719,32.85,187869.15,93.934575,187971.54429500026
2018-12-17,BUY,NIF100BEES.NS,1645,114.16,187793.19999999998,93.89659999999999,84.44769500027178
2018-12-24,SELL,NIF100BEES.NS,1645,111.47,183368.15,91.68407499999999,183360.91362000027
2018-12-24,BUY,LIQUIDBEES.NS,183,1000.0,183000.0,91.5,269.41362000026857
2018-12-31,SELL,LIQUIDBEES.NS,183,999.99,182998.17,91.49908500000001,183176.0845350003
2018-12-31,BUY,JUNIORBEES.NS,629,290.77,182894.33,91.447165,190.30737000031513
2019-01-07,SELL,JUNIORBEES.NS,629,285.5,179579.5,89.78975,179680.01762000032
2019-01-07,BUY,LIQUIDBEES.NS,179,999.99,178998.21,89.499105,592.3085150003317
2019-01-21,SELL,PSUBNKBEES.NS,5719,33.78,193187.82,96.59391000000001,193683.53460500034
2019-01-21,BUY,NIFTYBEES.NS,1691,114.48,193585.68,96.79284,1.0617650003405288
2019-02-04,SELL,NIFTYBEES.NS,1691,114.3,193281.3,96.64065,193185.72111500034
2019-02-04,BUY,DIVOPPBEES.NS,6676,28.92,193069.92,96.53496000000001,19.266155000339495
2019-02-11,SELL,INFRABEES.NS,586,293.83,172184.38,86.09219,172117.55396500035
2019-02-11,BUY,NIFTYBEES.NS,1506,114.22,172015.32,86.00766,16.22630500033847
2019-02-25,SELL,DIVOPPBEES.NS,6676,28.87,192736.12,96.36806,192655.97824500033
2019-02-25,BUY,NIF100BEES.NS,1711,112.49,192470.38999999998,96.23519499999999,89.35305000035441
2019-03-05,SELL,NIF100BEES.NS,1711,113.95,194968.45,97.48422500000001,194960.31882500037
2019-03-05,BUY,PSUBNKBEES.NS,6070,32.1,194847.0,97.4235,15.895325000368757
2019-03-11,SELL,LIQUIDBEES.NS,179,999.99,178998.21,89.499105,178924.60622000037
2019-03-11,BUY,NIF100BEES.NS,1531,116.74,178728.94,89.36447,106.30175000036252
2019-03-18,SELL,GOLDBEES.NS,5982,28.11,168154.02,84.07701,168176.24474000034
2019-03-18,SELL,NIF100BEES.NS,1531,118.5,181423.5,90.71175,349509.0329900003
2019-03-18,BUY,INFRABEES.NS,535,325.88,174345.8,87.1729,175076.06009000033
2019-03-18,BUY,CPSEETF.NS,6519,26.79,174644.00999999998,87.32200499999999,344.728085000359
2019-03-25,SELL,CPSEETF.NS,6519,27.18,177186.41999999998,88.59321,177442.55487500035
2019-03-25,BUY,NIF100BEES.NS,1508,117.58,177310.63999999998,88.65531999999999,43.25955500037526
2019-04-15,SELL,INFRABEES.NS,535,328.43,175710.05000000002,87.85502500000001,175665.4545300004
2019-04-15,BUY,CPSEETF.NS,6450,27.22,175569.0,87.78450000000001,8.67003000038676
2019-04-22,SELL,NIF100BEES.NS,1508,121.2,182769.6,91.3848,182686.8852300004
2019-04-22,BUY,HNGSNGBEES.NS,570,320.0,182400.0,91.2,195.68523000038113
2019-04-30,SELL,CPSEETF.NS,6450,27.5,177375.0,88.6875,177481.99773000038
2019-04-30,SELL,PSUBNKBEES.NS,6070,33.62,204073.4,102.0367,381453.3610300004
2019-04-30,SELL,HNGSNGBEES.NS,570,323.69,184503.3,92.25165,565864.4093800003
2019-04-30,BUY,NIF100BEES.NS,1539,122.44,188435.16,94.21758,377335.03180000035
2019-04-30,BUY,MON100.NS,3472,54.29,188494.88,94.24744,188745.90436000034
2019-04-30,BUY,DIVOPPBEES.NS,6296,29.94,188502.24000000002,94.25112000000001,149.41324000031454
2019-05-06,SELL,NIF100BEES.NS,1539,120.4,185295.6,92.6478,185352.3654400003
2019-05-06,BUY,CPSEETF.NS,6758,27.41,185236.78,92.61839,22.967050000326708
2019-05-13,SELL,DIVOPPBEES.NS,6296,29.39,185039.44,92.51972,184969.88733000032
2019-05-13,BUY,NIF100BEES.NS,1597,115.75,184852.75,92.42637500000001,24.710955000307877
2019-05-20,SELL,NIF100BEES.NS,1597,122.51,195648.47,97.824235,195575.3567200003
2019-05-20,BUY,DIVOPPBEES.NS,6407,30.51,195477.57,97.73878500000001,0.04793500030064024
2019-05-27,SELL,DIVOPPBEES.NS,6407,30.45,195093.15,97.546575,194995.6513600003
2019-05-27,SELL,MON100.NS,3472,50.47,175231.84,87.61592,370139.8754400003
2019-05-27,BUY,PSUBNKBEES.NS,4943,37.42,184967.06,92.48353,185080.33191000033
2019-05-27,BUY,NIF100BEES.NS,1496,123.62,184935.52000000002,92.46776000000001,52.34415000031004
2019-06-03,SELL,PSUBNKBEES.NS,4943,35.92,177552.56,88.77628,177516.12787000032
2019-06-03,BUY,MON100.NS,3625,48.94,177407.5,88.70375,19.92412000033073
2019-07-01,SELL,NIF100BEES.NS,1496,122.32,182990.72,91.49536,182919.14876000033
2019-07-01,BUY,INFRABEES.NS,526,346.99,182516.74,91.25837,311.1503900003445
2019-07-08,SELL,NIFTYBEES.NS,1506,121.94,183641.63999999998,91.82082,183860.96957000034
2019-07-08,BUY,PSUBNKBEES.NS,5362,34.27,183755.74000000002,91.87787000000002,13.351700000319397
2019-07-15,SELL,PSUBNKBEES.NS,5362,34.14,183058.68,91.52934,182980.5023600003
2019-07-15,BUY,NIFTYBEES.NS,1496,122.22,182841.12,91.42056,47.96180000031018
2019-07-22,SELL,NIFTYBEES.NS,1496,119.9,179370.4,89.6852,179328.6766000003
2019-07-22,BUY,GOLDBEES.NS,5808,30.86,179234.88,89.61744,4.179160000290722
2019-07-29,SELL,GOLDBEES.NS,5808,30.67,178131.36000000002,89.06568000000001,178046.4734800003
2019-07-29,BUY,NIFTYBEES.NS,1503,118.36,177895.08,88.94753999999999,62.44594000032521
2019-08-05,SELL,CPSEETF.NS,6758,23.08,155974.63999999998,77.98732,155959.09862000032
2019-08-05,BUY,GOLDBEES.NS,4875,31.97,155853.75,77.926875,27.42174500031979
2019-08-26,SELL,INFRABEES.NS,526,311.47,163833.22,81.91661,163778.72513500034
2019-08-26,BUY,LIQUIDBEES.NS,163,999.99,162998.37,81.499185,698.8559500003466
2019-09-03,SELL,BANKBEES.NS,638,273.43,174448.34,87.22417,175059.97178000034
2019-09-03,BUY,NIF100BEES.NS,1546,113.14,174914.44,87.45722,58.07456000032835
2019-09-09,SELL,NIFTYBEES.NS,1503,116.43,174994.29,87.497145,174964.86741500034
2019-09-09,BUY,HNGSNGBEES.NS,564,310.0,174840.0,87.42,37.44741500032251
2019-09-16,SELL,NIF100BEES.NS,1546,115.29,178238.34,89.11917,178186.66824500033
2019-09-16,BUY,INFRABEES.NS,563,316.07,177947.41,88.97370500000001,150.28454000031343
2019-09-23,SELL,INFRABEES.NS,563,333.0,187479.0,93.7395,187535.54504000032
2019-09-23,SELL,HNGSNGBEES.NS,564,319.5,180198.0,90.099,367643.4460400003
2019-09-23,BUY,JUNIORBEES.NS,636,288.56,183524.16,91.76208,184027.5239600003
2019-09-23,BUY,NIFTYBEES.NS,1493,123.0,183639.0,91.8195,296.70446000029915
2019-09-30,SELL,NIFTYBEES.NS,1493,121.57,181504.00999999998,90.752005,181709.9624550003
2019-09-30,SELL,JUNIORBEES.NS,636,285.54,181603.44,90.80172,363222.60073500033
2019-09-30,BUY,HNGSNGBEES.NS,573,316.58,181400.34,90.70017,181731.56056500034
2019-09-30,BUY,INFRABEES.NS,538,336.88,181241.44,90.62072,399.49984500033315
2019-10-22,SELL,LIQUIDBEES.NS,163,999.99,162998.37,81.499185,163316.37066000034
2019-10-22,SELL,HNGSNGBEES.NS,573,324.6,185995.80000000002,92.99790000000002,349219.17276000034
2019-10-22,BUY,JUNIORBEES.NS,600,290.8,174480.0,87.24,174651.93276000035
2019-10-22,BUY,NIFTYBEES.NS,1419,122.96,174480.24,87.24011999999999,84.4526400003524
2019-10-29,SELL,NIFTYBEES.NS,1419,124.68,176920.92,88.46046000000001,176916.91218000036
2019-10-29,BUY,HNGSNGBEES.NS,523,337.9,176721.69999999998,88.36085,106.85133000038331
2019-11-11,SELL,INFRABEES.NS,538,336.88,181241.44,90.62072,181257.67061000038
2019-11-11,BUY,NIF100BEES.NS,1468,123.41,181165.88,90.58294000000001,1.2076700003817677
2019-11-18,SELL,NIF100BEES.NS,1468,124.08,182149.44,91.07472,182059.57295000038
2019-11-18,BUY,LIQUIDBEES.NS,181,999.99,180998.19,90.499095,970.8838550003711
2019-11-25,SELL,LIQUIDBEES.NS,181,1000.0,181000.0,90.5,181880.38385500037
2019-11-25,BUY,NIFTYBEES.NS,1423,127.74,181774.02,90.88701,15.47684500037576
2019-12-02,SELL,NIFTYBEES.NS,1423,127.63,181617.49,90.808745,181542.15810000038
2019-12-02,BUY,BANKBEES.NS,558,324.94,181316.52,90.65826,134.97984000039287
2019-12-09,SELL,BANKBEES.NS,558,319.85,178476.30000000002,89.23815,178522.04169000042
2019-12-09,BUY,NIF100BEES.NS,1445,123.43,178356.35,89.17817500000001,76.51351500040619
2019-12-16,SELL,JUNIORBEES.NS,600,290.34,174203.99999999997,87.10199999999999,174193.41151500036
2019-12-16,BUY,BANKBEES.NS,534,326.04,174105.36000000002,87.05268000000001,0.9988350003550295
2019-12-23,SELL,BANKBEES.NS,534,330.71,176599.13999999998,88.29956999999999,176511.83926500034
2019-12-23,BUY,NIFTYBEES.NS,1357,129.93,176315.01,88.157505,108.67176000031759
2019-12-30,SELL,NIFTYBEES.NS,1357,130.26,176762.81999999998,88.38140999999999,176783.1103500003
2019-12-30,BUY,BANKBEES.NS,535,330.09,176598.15,88.299075,96.66127500031143
2020-01-06,SELL,NIF100BEES.NS,1445,124.97,180581.65,90.290825,180588.0204500003
2020-01-06,BUY,NIFTYBEES.NS,1417,127.37,180483.29,90.241645,14.488805000291904
2020-01-20,SELL,GOLDBEES.NS,4875,35.23,171746.24999999997,85.87312499999999,171674.86568000025
2020-01-20,BUY,MOM100.NS,9073,18.91,171570.43,85.785215,18.650465000246186
2020-01-27,SELL,BANKBEES.NS,535,315.52,168803.19999999998,84.40159999999999,168737.44886500022
2020-01-27,SELL,NIFTYBEES.NS,1417,128.73,182410.40999999997,91.20520499999999,351056.6536600002
2020-01-27,BUY,JUNIORBEES.NS,582,301.27,175339.13999999998,87.66957,175629.8440900002
2020-01-27,BUY,INFRABEES.NS,505,347.07,175270.35,87.635175,271.8589150001935
2020-02-03,SELL,JUNIORBEES.NS,582,286.7,166859.4,83.4297,167047.82921500018
2020-02-03,BUY,BANKBEES.NS,543,306.93,166662.99,83.331495,301.5077200001979
2020-02-10,SELL,INFRABEES.NS,505,337.13,170250.65,85.125325,170467.0323950002
2020-02-10,BUY,JUNIORBEES.NS,567,300.46,170360.81999999998,85.18041,21.031985000212444
2020-02-17,SELL,JUNIORBEES.NS,567,293.4,166357.8,83.1789,166295.6530850002
2020-02-17,BUY,NIFTYBEES.NS,1300,127.84,166192.0,83.096,20.557085000211373
2020-02-24,SELL,HNGSNGBEES.NS,523,354.79,185555.17,92.777585,185482.94950000022
2020-02-24,BUY,GOLDBEES.NS,4805,38.58,185376.9,92.68845,13.36105000023963
2020-03-02,SELL,NIFTYBEES.NS,1300,118.39,153907.0,76.9535,153843.40755000024
2020-03-02,BUY,HNGSNGBEES.NS,413,372.0,153636.0,76.818,130.58955000023707
2020-03-09,SELL,BANKBEES.NS,543,271.61,147484.23,73.74211500000001,147541.07743500025
2020-03-09,BUY,LIQUIDBEES.NS,147,999.99,146998.53,73.499265,469.0481700002565
2020-03-23,SELL,MOM100.NS,9073,12.37,112233.01,56.116505,112645.94166500025
2020-03-23,BUY,DIVOPPBEES.NS,5258,21.41,112573.78,56.28689,15.874775000251248
2020-03-30,SELL,DIVOPPBEES.NS,5258,26.4,138811.19999999998,69.40559999999999,138757.66917500022
2020-03-30,BUY,NIF100BEES.NS,1455,95.3,138661.5,69.33075,26.83842500022729
2020-04-07,SELL,NIF100BEES.NS,1455,92.9,135169.5,67.58475,135128.75367500022
2020-04-07,BUY,DIVOPPBEES.NS,5141,26.27,135054.07,67.527035,7.1566400002047885
2020-04-13,SELL,DIVOPPBEES.NS,5141,25.95,133408.94999999998,66.70447499999999,133349.40216500018
2020-04-13,BUY,CONSUMBEES.NS,2745,48.54,133242.3,66.62115,40.481015000201296
2020-06-22,SELL,CONSUMBEES.NS,2745,49.75,136563.75,68.281875,136535.94914000022
2020-06-22,BUY,NIF100BEES.NS,1220,111.77,136359.4,68.1797,108.36944000021322
2020-06-29,SELL,NIF100BEES.NS,1220,112.83,137652.6,68.8263,137692.14314000023
2020-06-29,BUY,CONSUMBEES.NS,2688,51.19,137598.72,68.79936000000001,24.62378000022727
2020-07-13,SELL,HNGSNGBEES.NS,413,347.38,143467.94,71.73397,143420.82981000023
2020-07-13,BUY,NV20BEES.NS,2578,55.6,143336.80000000002,71.6684,12.361410000215983
2020-07-20,SELL,CONSUMBEES.NS,2688,52.06,139937.28,69.96864000000001,139879.6727700002
2020-07-20,BUY,HNGSNGBEES.NS,400,349.5,139800.0,69.9,9.772770000214223
2020-07-27,SELL,HNGSNGBEES.NS,400,346.53,138612.0,69.306,138552.4667700002
2020-07-27,BUY,CONSUMBEES.NS,2615,52.94,138438.1,69.21905000000001,45.147720000182744
2020-08-03,SELL,CONSUMBEES.NS,2615,51.84,135561.6,67.7808,135538.96692000018
2020-08-03,BUY,HNGSNGBEES.NS,392,345.21,135322.31999999998,67.66116,148.9857600002142
2020-08-10,SELL,LIQUIDBEES.NS,147,1000.0,147000.0,73.5,147075.4857600002
2020-08-10,SELL,HNGSNGBEES.NS,392,350.8,137513.6,68.7568,284520.3289600002
2020-08-10,BUY,INFRABEES.NS,430,330.3,142029.0,71.0145,142420.3144600002
2020-08-10,BUY,DIVOPPBEES.NS,4956,28.69,142187.64,71.09382000000001,161.58064000017475
2020-08-24,SELL,DIVOPPBEES.NS,4956,29.76,147490.56,73.74528,147578.39536000017
2020-08-24,BUY,JUNIORBEES.NS,509,289.23,147218.07,73.609035,286.7163250001613
2020-08-31,SELL,NV20BEES.NS,2578,59.6,153648.80000000002,76.82440000000001,153858.69192500017
2020-08-31,SELL,GOLDBEES.NS,4805,45.34,217858.7,108.92935000000001,371608.4625750002
2020-08-31,BUY,NIFTYBEES.NS,1534,121.03,185660.02,92.83001,185855.6125650002
2020-08-31,BUY,MOM100.NS,10575,17.56,185697.0,92.8485,65.76406500019948
2020-09-07,SELL,JUNIORBEES.NS,509,281.93,143502.37,71.75118499999999,143496.3828800002
2020-09-07,SELL,NIFTYBEES.NS,1534,121.27,186028.18,93.01409,329431.54879000015
2020-09-07,SELL,MOM100.NS,10575,17.46,184639.5,92.31975,513978.7290400001
2020-09-07,BUY,NV20BEES.NS,2877,59.52,171239.04,85.61952000000001,342654.06952000014
2020-09-07,BUY,MID150BEES.NS,2641,64.82,171189.62,85.59481,171378.85471000013
2020-09-07,BUY,DIVOPPBEES.NS,5904,29.0,171216.0,85.608,77.24671000012313
2020-09-14,SELL,DIVOPPBEES.NS,5904,28.87,170448.48,85.22424000000001,170440.50247000012
2020-09-14,SELL,NV20BEES.NS,2877,60.14,173022.78,86.51139,343376.7710800001
2020-09-14,BUY,NIFTYBEES.NS,1405,122.13,171592.65,85.796325,171698.3247550001
2020-09-14,BUY,MOM100.NS,9230,18.59,171585.7,85.79285,26.831905000086408
2020-09-28,SELL,INFRABEES.NS,430,321.6,138288.0,69.144,138245.6879050001
2020-09-28,SELL,NIFTYBEES.NS,1405,119.75,168248.75,84.124375,306410.31353000004
2020-09-28,BUY,NV20BEES.NS,2552,60.0,153120.0,76.56,153213.75353000005
2020-09-28,BUY,NIF100BEES.NS,1320,116.0,153120.0,76.56,17.193530000047758
2020-10-12,SELL,NIF100BEES.NS,1320,117.57,155192.4,77.5962,155131.99733000004
2020-10-12,BUY,NIFTYBEES.NS,1221,126.96,155018.16,77.50908,36.32825000004959
2020-10-26,SELL,MON100.NS,3625,83.88,304065.0,152.0325,303949.29575000005
2020-10-26,BUY,BANKBEES.NS,1253,242.43,303764.79000000004,151.88239500000003,32.623354999988806
2020-11-09,SELL,NV20BEES.NS,2552,64.45,164476.4,82.23819999999999,164426.785155
2020-11-09,BUY,MON100.NS,1828,89.86,164264.08,82.13203999999999,80.57311500000651
2020-11-17,SELL,MON100.NS,1828,88.02,160900.56,80.45028,160900.682835
2020-11-17,BUY,NV20BEES.NS,2430,66.16,160768.8,80.3844,51.49843500001589
2020-12-07,SELL,NIFTYBEES.NS,1221,142.29,173736.09,86.868045,173700.72039
2020-12-07,BUY,ITBEES.NS,7665,22.65,173612.25,86.80612500000001,1.664264999999432
2021-01-04,SELL,NV20BEES.NS,2430,75.1,182493.0,91.2465,182403.417765
2021-01-04,BUY,PSUBNKBEES.NS,9070,20.1,182307.0,91.15350000000001,5.264265000005253
2021-01-11,SELL,PSUBNKBEES.NS,9070,19.82,179767.4,89.8837,179682.780565
2021-01-11,BUY,NV20BEES.NS,2300,78.06,179538.0,89.769,55.011564999993425
2021-01-18,SELL,NV20BEES.NS,2300,76.93,176939.00000000003,88.46950000000001,176905.54206500002
2021-01-18,BUY,PSUBNKBEES.NS,8488,20.83,176805.03999999998,88.40252,12.099545000033686
2021-02-01,SELL,MID150BEES.NS,2641,82.02,216614.81999999998,108.30740999999999,216518.612135
