ticker,entry_date,exit_date,holding_days,entry_price,exit_price,return_pct
HNGSNGBEES.NS,2024-09-30,2024-10-21,21,367.12,326.5,-11.153
PSUBNKBEES.NS,2021-12-13,2021-12-20,7,30.13,26.93,-10.71
SILVERBEES.NS,2026-03-02,2026-03-09,7,274.65,247.0,-10.157
GOLDBEES.NS,2026-01-27,2026-02-02,6,131.45,118.67,-9.813
BANKBEES.NS,2019-09-23,2019-10-07,14,313.68,283.33,-9.766
PSUBNKBEES.NS,2024-06-03,2024-06-10,7,89.71,81.64,-9.087
PSUBNKBEES.NS,2023-03-06,2023-03-20,14,43.87,40.09,-8.708
CPSEETF.NS,2022-06-13,2022-06-20,7,34.39,31.44,-8.669
HNGSNGBEES.NS,2024-11-11,2024-11-18,7,359.38,329.95,-8.281
HNGSNGBEES.NS,2020-03-16,2020-03-23,7,347.4,319.4,-8.152
MOM100.NS,2021-10-18,2021-10-25,7,34.88,32.15,-7.919
MAFANG.NS,2026-02-02,2026-02-09,7,166.17,153.26,-7.861
GOLDBEES.NS,2020-02-24,2020-03-16,21,38.58,35.67,-7.635
MAFANG.NS,2022-06-06,2022-06-20,14,41.19,38.21,-7.327
HNGSNGBEES.NS,2018-08-20,2018-08-27,7,355.0,329.32,-7.327
