ticker,entry_date,exit_date,holding_days,entry_price,exit_price,return_pct
MOM100.NS,2020-01-13,2020-03-23,70,18.42,12.37,-32.912
HNGSNGBEES.NS,2024-10-07,2024-10-21,14,409.58,326.5,-20.364
PSUBNKBEES.NS,2018-08-27,2018-09-24,28,36.42,30.46,-16.448
PSUBNKBEES.NS,2018-01-22,2018-02-19,28,40.98,34.56,-15.75
PSUBNKBEES.NS,2018-12-31,2019-02-18,49,34.35,29.51,-14.176
HNGSNGBEES.NS,2018-05-21,2018-06-25,35,360.0,319.43,-11.358
PSUBNKBEES.NS,2021-12-13,2021-12-20,7,30.13,26.93,-10.71
PSUBNKBEES.NS,2022-05-02,2022-05-16,14,29.94,26.94,-10.11
DIVOPPBEES.NS,2018-09-17,2018-10-08,21,30.93,28.2,-8.918
SILVERBEES.NS,2024-06-03,2024-07-29,56,88.12,80.36,-8.897
MON100.NS,2024-12-02,2025-04-07,126,178.38,163.42,-8.478
ITBEES.NS,2026-01-19,2026-02-09,21,42.86,39.29,-8.421
DIVOPPBEES.NS,2018-03-19,2018-03-26,7,30.0,27.66,-7.892
MON100.NS,2019-04-22,2019-06-03,42,53.06,48.94,-7.857
SILVERBEES.NS,2025-03-24,2025-04-07,14,94.18,87.03,-7.684
