date,action,ticker,units,price,gross,cost,cash_after,entry_price,pct_from_entry
2018-01-29,BUY,MON100.NS,9592,52.1,499743.2,249.8716,500006.9284,,
2018-01-29,BUY,MOM100.NS,21122,23.66,499746.52,249.87326000000002,10.535139999934472,,
2018-02-19,SELL,MOM100.NS,21122,21.56,455390.31999999995,227.69516,455173.1599799999,23.66,-8.876
2018-02-19,BUY,HNGSNGBEES.NS,1467,310.0,454770.0,227.385,175.774979999871,,
2018-02-26,SELL,HNGSNGBEES.NS,1467,306.3,449342.10000000003,224.67105,449293.2039299999,310.0,-1.194
2018-02-26,BUY,GOLDBEES.NS,16353,27.46,449053.38,224.52669,15.297239999868907,,
2018-03-05,SELL,GOLDBEES.NS,16353,27.4,448072.19999999995,224.03609999999998,447863.4611399998,27.46,-0.218
2018-03-05,BUY,HNGSNGBEES.NS,1381,324.0,447444.0,223.722,195.73913999978686,,
2018-04-02,SELL,MON100.NS,9592,51.55,494467.6,247.2338,494416.1053399998,52.1,-1.056
2018-04-02,BUY,GOLDBEES.NS,18002,27.45,494154.89999999997,247.07745,14.127889999828767,,
2018-04-16,SELL,GOLDBEES.NS,18002,27.98,503695.96,251.84798,503458.23990999983,27.45,1.931
2018-04-16,BUY,MON100.NS,9950,50.57,503171.5,251.58575000000002,35.15415999980178,,
2018-04-30,SELL,MON100.NS,9950,50.11,498594.5,249.29725,498380.3569099998,50.57,-0.91
2018-04-30,BUY,JUNIORBEES.NS,1587,313.8,498000.60000000003,249.0003,130.75660999974934,,
2018-05-07,SELL,JUNIORBEES.NS,1587,305.34,484574.57999999996,242.28728999999998,484463.0493199997,313.8,-2.696
2018-05-07,BUY,NIF100BEES.NS,4317,112.16,484194.72,242.09735999999998,26.23195999971358,,
2018-05-14,SELL,NIF100BEES.NS,4317,113.8,491274.6,245.63729999999998,491055.1946599997,112.16,1.462
2018-05-14,SELL,HNGSNGBEES.NS,1381,353.9,488735.89999999997,244.36794999999998,979546.7267099996,324.0,9.228
2018-05-14,BUY,BANKBEES.NS,1823,268.39,489274.97,244.637485,490027.1192249996,,
2018-05-14,BUY,NIFTYBEES.NS,4382,111.69,489425.58,244.71279,356.82643499958795,,
2018-05-21,SELL,NIFTYBEES.NS,4382,109.05,477857.1,238.92855,477974.99788499955,111.69,-2.364
2018-05-21,BUY,HNGSNGBEES.NS,1327,360.0,477720.0,238.86,16.137884999567177,,
2018-06-11,SELL,BANKBEES.NS,1823,269.42,491152.66000000003,245.57633,490923.2215549996,268.39,0.384
2018-06-11,BUY,MON100.NS,8653,56.7,490625.10000000003,245.31255000000002,52.80900499958079,,
2018-06-18,SELL,HNGSNGBEES.NS,1327,346.29,459526.83,229.763415,459349.8755899996,360.0,-3.808
2018-06-18,BUY,BANKBEES.NS,1705,269.26,459088.3,229.54415,32.031439999642316,,
2018-07-23,SELL,BANKBEES.NS,1705,274.01,467187.05,233.593525,466985.48791499966,269.26,1.764
2018-07-23,BUY,PSUBNKBEES.NS,14640,31.88,466723.2,233.3616,28.926314999640454,,
2018-07-30,SELL,PSUBNKBEES.NS,14640,35.92,525868.8,262.93440000000004,525634.7919149997,31.88,12.673
2018-07-30,BUY,NIFTYBEES.NS,4462,117.74,525355.88,262.67794000000004,16.23397499974817,,
2018-08-06,SELL,MON100.NS,8653,58.37,505075.61,252.537805,504839.3061699997,56.7,2.945
2018-08-06,BUY,PSUBNKBEES.NS,13641,36.99,504580.59,252.29029500000001,6.425874999666121,,
2018-08-13,SELL,NIFTYBEES.NS,4462,118.23,527542.26,263.77113,527284.9147449997,117.74,0.416
2018-08-13,BUY,MOM100.NS,25012,21.07,527002.84,263.50142,18.573324999772012,,
2018-08-20,SELL,PSUBNKBEES.NS,13641,36.44,497078.04,248.53902,496848.0743049997,36.99,-1.487
2018-08-20,BUY,MON100.NS,8238,60.28,496586.64,248.29332000000002,13.14098499971442,,
2018-08-27,SELL,MOM100.NS,25012,20.99,525001.88,262.50094,524752.5200449997,21.07,-0.38
2018-08-27,SELL,MON100.NS,8238,60.83,501117.54,250.55876999999998,1025619.5012749997,60.28,0.912
2018-08-27,BUY,HNGSNGBEES.NS,1556,329.32,512421.92,256.21096,512941.3703149997,,
2018-08-27,BUY,PSUBNKBEES.NS,14073,36.42,512538.66000000003,256.26933,146.44098499970278,,
2018-09-03,SELL,HNGSNGBEES.NS,1556,342.5,532930.0,266.46500000000003,532809.9759849997,329.32,4.002
2018-09-03,BUY,MOM100.NS,25566,20.83,532539.7799999999,266.26989,3.9260949997697026,,
2018-09-10,SELL,MOM100.NS,25566,20.34,520012.44,260.00622,519756.3598749998,20.83,-2.352
2018-09-10,BUY,MON100.NS,8213,63.25,519472.25,259.736125,24.37374999979511,,
2018-09-24,SELL,PSUBNKBEES.NS,14073,30.46,428663.58,214.33179,428473.6219599998,36.42,-16.365
2018-09-24,BUY,NIF100BEES.NS,3677,116.44,428149.88,214.07494,109.66701999976067,,
2018-10-01,SELL,NIF100BEES.NS,3677,115.39,424289.03,212.144515,424186.5525049998,116.44,-0.902
2018-10-01,BUY,CPSEETF.NS,15726,26.96,423972.96,211.98648000000003,1.606024999753572,,
2018-10-08,SELL,CPSEETF.NS,15726,24.04,378053.04,189.02652,377865.6195049997,26.96,-10.831
2018-10-08,BUY,GOLDBEES.NS,13614,27.74,377652.36,188.82618,24.433324999758042,,
