ticker,entry_date,exit_date,holding_days,entry_price,exit_price,return_pct
SILVERBEES.NS,2026-03-16,2026-03-23,7,233.48,193.52,-17.198
HNGSNGBEES.NS,2020-03-02,2020-03-23,21,372.0,319.4,-14.226
GOLDBEES.NS,2026-03-16,2026-03-23,7,127.22,110.72,-13.057
HNGSNGBEES.NS,2018-06-11,2018-06-18,7,392.26,346.29,-11.808
HNGSNGBEES.NS,2024-11-11,2024-11-25,14,359.38,319.86,-11.086
HNGSNGBEES.NS,2024-09-30,2024-10-28,28,367.12,327.96,-10.756
BANKBEES.NS,2020-08-31,2020-09-21,21,239.57,215.07,-10.316
CONSUMBEES.NS,2020-05-11,2020-05-18,7,52.72,47.36,-10.257
SILVERBEES.NS,2026-03-02,2026-03-09,7,274.65,247.0,-10.157
SILVERBEES.NS,2026-05-18,2026-06-08,21,253.16,227.93,-10.056
PSUBNKBEES.NS,2026-02-23,2026-03-09,14,109.21,98.35,-10.034
BANKBEES.NS,2019-09-23,2019-10-07,14,313.68,283.33,-9.766
PSUBNKBEES.NS,2022-06-06,2022-06-20,14,28.13,25.57,-9.191
MON100.NS,2024-12-16,2025-01-13,28,207.47,189.55,-8.729
CPSEETF.NS,2022-06-13,2022-06-20,7,34.39,31.44,-8.669
