date,action,ticker,units,price,gross,cost,cash_after,entry_price,pct_from_entry
2023-06-19,BUY,MON100.NS,5701,120.18,685146.18,342.57309000000004,56.3187199998647,,
2023-07-10,SELL,MON100.NS,5701,120.62,687654.62,343.82731,687367.1114099999,120.18,0.366
2023-07-10,BUY,PSUBNKBEES.NS,13952,49.24,686996.48,343.49824,27.133169999928214,,
2023-07-17,SELL,PSUBNKBEES.NS,13952,49.83,695228.16,347.61408,694907.67909,49.24,1.198
2023-07-17,BUY,PHARMABEES.NS,48843,14.22,694547.4600000001,347.27373000000006,12.945359999896027,,
2023-07-24,SELL,MAFANG.NS,8373,63.94,535369.62,267.68481,535114.8805499999,48.39,32.135
2023-07-24,BUY,PSUBNKBEES.NS,10511,50.88,534799.68,267.39984000000004,47.80070999986492,,
2023-08-28,SELL,PSUBNKBEES.NS,10511,50.78,533748.58,266.87429,533529.5064199999,50.88,-0.197
2023-08-28,BUY,MID150BEES.NS,3589,148.58,533253.62,266.62681,9.259609999833629,,
2023-09-04,SELL,PHARMABEES.NS,48843,15.28,746321.0399999999,373.16051999999996,745957.1390899997,14.22,7.454
2023-09-04,BUY,CPSEETF.NS,14746,50.56,745557.76,372.77888,26.600209999713115,,
2023-09-18,SELL,MID150BEES.NS,3589,155.12,556725.68,278.36284,556473.9173699998,148.58,4.402
2023-09-18,BUY,ITBEES.NS,15973,34.82,556179.86,278.08993,15.9674399998039,,
2023-09-25,SELL,ITBEES.NS,15973,34.31,548033.63,274.016815,547775.5806249998,34.82,-1.465
2023-09-25,BUY,PSUBNKBEES.NS,9441,57.99,547483.59,273.74179499999997,18.248829999822192,,
2023-11-13,SELL,PSUBNKBEES.NS,9441,57.39,541818.99,270.909495,541566.3293349998,57.99,-1.035
2023-11-13,BUY,MAFANG.NS,8321,65.05,541281.0499999999,270.64052499999997,14.638809999800287,,
2023-12-11,SELL,MAFANG.NS,8321,69.01,574232.2100000001,287.11610500000006,573959.7327049999,65.05,6.088
2023-12-11,BUY,JUNIORBEES.NS,1054,543.84,573207.36,286.60368,465.76902499992866,,
2023-12-18,SELL,JUNIORBEES.NS,1054,556.22,586255.88,293.12794,586428.5210849999,543.84,2.276
2023-12-18,BUY,PSUBNKBEES.NS,9189,63.78,586074.42,293.03721,61.063874999876134,,
2023-12-26,SELL,PSUBNKBEES.NS,9189,61.99,569626.11,284.813055,569402.3608199998,63.78,-2.807
2023-12-26,BUY,MAFANG.NS,7834,72.64,569061.76,284.53088,56.069939999841154,,
2024-01-01,SELL,MAFANG.NS,7834,73.02,572038.6799999999,286.01934,571808.7305999998,72.64,0.523
2024-01-01,BUY,JUNIORBEES.NS,1005,568.13,570970.65,285.48532500000005,552.5952749997377,,
2024-01-23,SELL,JUNIORBEES.NS,1005,566.94,569774.7000000001,284.88735,570042.4079249998,568.13,-0.209
