ticker,entry_date,exit_date,holding_days,entry_price,exit_price,return_pct
MOM100.NS,2020-02-03,2020-03-23,49,18.73,12.37,-34.022
PSUBNKBEES.NS,2022-01-31,2022-05-16,105,32.53,26.94,-17.267
JUNIORBEES.NS,2020-03-09,2020-03-16,7,269.12,231.71,-13.987
HNGSNGBEES.NS,2025-10-20,2026-03-23,154,512.68,450.8,-12.158
CPSEETF.NS,2018-01-15,2018-03-26,70,31.0,27.5,-11.379
PSUBNKBEES.NS,2021-12-13,2021-12-20,7,30.13,26.93,-10.71
CPSEETF.NS,2019-06-03,2019-07-22,49,28.59,25.61,-10.513
BANKBEES.NS,2018-09-03,2018-09-24,21,283.67,254.18,-10.485
HNGSNGBEES.NS,2024-12-23,2025-01-13,21,346.33,311.75,-10.075
HNGSNGBEES.NS,2024-09-30,2024-12-02,63,367.12,330.79,-9.986
BANKBEES.NS,2019-09-23,2019-10-07,14,313.68,283.33,-9.766
PSUBNKBEES.NS,2021-10-25,2021-11-29,35,31.15,28.14,-9.753
INFRABEES.NS,2022-01-17,2022-02-28,42,551.86,501.31,-9.251
MID150BEES.NS,2021-11-15,2021-12-20,35,121.15,111.2,-8.305
JUNIORBEES.NS,2020-02-10,2020-03-02,21,300.46,275.84,-8.286
