date,action,ticker,units,price,gross,cost,cash_after
2018-01-01,BUY,MON100.NS,6883,48.4,333137.2,166.5686,666696.2313999999
2018-01-01,BUY,MOM100.NS,15282,21.8,333147.60000000003,166.57380000000003,333382.0575999999
2018-01-01,BUY,HNGSNGBEES.NS,1169,285.0,333165.0,166.5825,50.47509999986505
2018-01-08,SELL,HNGSNGBEES.NS,1169,299.97,350664.93000000005,175.33246500000004,350540.07263499993
2018-01-08,BUY,INFRABEES.NS,924,379.0,350196.0,175.098,168.9746349999332
2018-01-15,SELL,INFRABEES.NS,924,372.42,344116.08,172.05804,344112.996595
2018-01-15,BUY,CPSEETF.NS,11094,31.0,343914.0,171.957,27.03959499998018
2018-01-22,SELL,CPSEETF.NS,11094,30.31,336259.14,168.12957,336118.050025
2018-01-22,BUY,BANKBEES.NS,1225,274.16,335846.00000000006,167.92300000000003,104.12702499993611
2018-01-29,SELL,BANKBEES.NS,1225,278.69,341395.25,170.69762500000002,341328.67939999996
2018-01-29,BUY,HNGSNGBEES.NS,1043,326.82,340873.26,170.43663,284.98276999994414
2018-02-05,SELL,MOM100.NS,15282,22.11,337885.02,168.94251,338001.06025999994
2018-02-05,BUY,GOLDBEES.NS,12429,27.18,337820.22,168.91011,11.930149999971036
2018-02-26,SELL,HNGSNGBEES.NS,1043,306.3,319470.9,159.73545000000001,319323.0947
2018-02-26,BUY,LIQUIDBEES.NS,319,999.99,318996.81,159.498405,166.78629499999806
2018-03-05,SELL,LIQUIDBEES.NS,319,1000.0,319000.0,159.5,319007.286295
2018-03-05,BUY,HNGSNGBEES.NS,984,324.0,318816.0,159.40800000000002,31.878295000002254
2018-04-02,SELL,MON100.NS,6883,51.55,354818.64999999997,177.409325,354673.11896999995
2018-04-02,BUY,LIQUIDBEES.NS,354,1000.0,354000.0,177.0,496.11896999995224
2018-04-09,SELL,GOLDBEES.NS,12429,27.38,340306.01999999996,170.15301,340631.9859599999
2018-04-09,BUY,JUNIORBEES.NS,1108,307.03,340189.24,170.09462,272.65133999992395
2018-04-16,SELL,LIQUIDBEES.NS,354,999.99,353996.46,176.99823,354092.1131099999
2018-04-16,BUY,GOLDBEES.NS,12648,27.98,353891.04,176.94552,24.127589999930933
2018-04-23,SELL,GOLDBEES.NS,12648,28.01,354270.48000000004,177.13524,354117.47235
2018-04-23,SELL,HNGSNGBEES.NS,984,361.5,355716.0,177.858,709655.6143499999
2018-04-23,BUY,DIVOPPBEES.NS,11825,29.99,354631.75,177.315875,354846.54847499996
2018-04-23,BUY,INFRABEES.NS,1004,352.95,354361.8,177.1809,307.56757499999367
2018-04-30,SELL,INFRABEES.NS,1004,357.49,358919.96,179.45998,359048.06759500003
2018-04-30,BUY,HNGSNGBEES.NS,996,360.0,358560.0,179.28,308.7875950000016
2018-05-07,SELL,HNGSNGBEES.NS,996,338.17,336817.32,168.40866,336957.698935
2018-05-07,SELL,JUNIORBEES.NS,1108,305.34,338316.72,169.15836,675105.260575
2018-05-07,BUY,BANKBEES.NS,1290,261.4,337205.99999999994,168.60299999999998,337730.657575
2018-05-07,BUY,NIFTYBEES.NS,3047,110.72,337363.84,168.68192000000002,198.13565499999095
2018-05-14,SELL,DIVOPPBEES.NS,11825,29.61,350138.25,175.069125,350161.31653
2018-05-14,BUY,NIF100BEES.NS,3075,113.8,349935.0,174.9675,51.34902999998303
2018-05-21,SELL,NIFTYBEES.NS,3047,109.05,332275.35,166.137675,332160.56135499995
2018-05-21,SELL,NIF100BEES.NS,3075,111.69,343446.75,171.723375,675435.58798
2018-05-21,BUY,MON100.NS,6108,55.26,337528.08,168.76404000000002,337738.74393999996
2018-05-21,BUY,HNGSNGBEES.NS,937,360.0,337320.0,168.66,250.08393999998225
2018-06-04,SELL,HNGSNGBEES.NS,937,368.82,345584.33999999997,172.79217,345661.63177
2018-06-04,BUY,PSUBNKBEES.NS,10769,32.08,345469.51999999996,172.73476,19.377009999996517
2018-06-11,SELL,BANKBEES.NS,1290,269.42,347551.80000000005,173.77590000000004,347397.40111000004
2018-06-11,BUY,HNGSNGBEES.NS,885,392.26,347150.1,173.57505,73.72606000007363
2018-06-18,SELL,HNGSNGBEES.NS,885,346.29,306466.65,153.233325,306387.1427350001
2018-06-18,BUY,BANKBEES.NS,1137,269.26,306148.62,153.07431,85.44842500012601
2018-07-09,SELL,PSUBNKBEES.NS,10769,31.45,338685.05,169.342525,338601.1559000001
2018-07-09,BUY,NIFTYBEES.NS,2998,112.85,338324.3,169.16215,107.69375000015134
2018-07-16,SELL,BANKBEES.NS,1137,272.02,309286.74,154.64337,309239.79038000014
2018-07-16,BUY,NIF100BEES.NS,2690,114.87,309000.3,154.50015,84.99023000017041
2018-07-30,SELL,NIF100BEES.NS,2690,118.39,318469.1,159.23454999999998,318394.85568000015
2018-07-30,BUY,BANKBEES.NS,1120,284.0,318080.0,159.04,155.81568000017432
2018-08-06,SELL,BANKBEES.NS,1120,284.67,318830.4,159.41520000000003,318826.8004800002
2018-08-06,SELL,NIFTYBEES.NS,2998,118.74,355982.51999999996,177.99125999999998,674631.3292200002
2018-08-06,SELL,MON100.NS,6108,58.37,356523.95999999996,178.26198,1030977.0272400002
2018-08-06,BUY,PSUBNKBEES.NS,9285,36.99,343452.15,171.726075,687353.1511650002
2018-08-06,BUY,HNGSNGBEES.NS,984,349.0,343416.0,171.708,343765.4431650002
2018-08-06,BUY,MOM100.NS,16395,20.95,343475.25,171.737625,118.45554000017
2018-08-13,SELL,HNGSNGBEES.NS,984,341.1,335642.4,167.8212,335593.0343400002
2018-08-13,BUY,NIFTYBEES.NS,2837,118.23,335418.51,167.709255,6.815085000183899
2018-08-20,SELL,NIFTYBEES.NS,2837,120.27,341205.99,170.602995,341042.20209000015
2018-08-20,BUY,JUNIORBEES.NS,1095,311.28,340851.6,170.42579999999998,20.176290000148583
2018-09-03,SELL,MOM100.NS,16395,20.83,341507.85,170.75392499999998,341357.2723650001
2018-09-03,BUY,INFRABEES.NS,1020,334.33,341016.6,170.5083,170.16406500013545
2018-09-10,SELL,INFRABEES.NS,1020,330.0,336600.0,168.3,336601.86406500015
2018-09-10,SELL,JUNIORBEES.NS,1095,308.19,337468.05,168.734025,673901.1800400001
