date,equity,cash
2025-06-30,2769432.533743638,834.8192966168281
2025-07-01,2770267.787268419,834.8192966168281
2025-07-02,2758992.0414188094,834.8192966168281
2025-07-03,2765256.7966983505,834.8192966168281
2025-07-04,2763969.360159654,834.8192966168281
2025-07-07,2766283.7109316993,205.1452197241597
2025-07-08,2795166.2412432837,205.1452197241597
2025-07-09,2759267.54976074,205.1452197241597
2025-07-10,2757687.3758486914,205.1452197241597
2025-07-11,2791216.535844724,205.1452197241597
2025-07-14,2806428.726510923,205.1452197241597
2025-07-15,2797551.343973081,205.1452197241597
2025-07-16,2796950.7038058448,205.1452197241597
2025-07-17,2798189.7372149634,205.1452197241597
2025-07-18,2824495.078889768,205.1452197241597
2025-07-21,2838959.4302615332,205.1452197241597
2025-07-22,2855134.667787473,205.1452197241597
2025-07-23,2882768.256875913,205.1452197241597
2025-07-24,2870268.6082171607,205.1452197241597
2025-07-25,2873764.2595919776,205.1452197241597
2025-07-28,2886441.8171494496,348.0068009388633
2025-07-29,2878520.971766759,348.0068009388633
2025-07-30,2868234.694804479,348.0068009388633
2025-07-31,2878398.3927414906,348.0068009388633
2025-08-01,2838071.856410314,348.0068009388633
2025-08-04,2838276.8046982777,348.0068009388633
2025-08-05,2832598.7055314076,348.0068009388633
2025-08-06,2870476.194072057,348.0068009388633
2025-08-07,2870429.7878525746,348.0068009388633
2025-08-08,2873648.6875260365,348.0068009388633
2025-08-11,2872812.603129674,348.0068009388633
2025-08-12,2886460.604304601,348.0068009388633
2025-08-13,2915708.530375768,348.0068009388633
2025-08-14,2968346.4438889516,348.0068009388633
2025-08-18,2959835.0615189564,348.0068009388633
2025-08-19,2927834.499339391,348.0068009388633
2025-08-20,2912426.522837926,348.0068009388633
2025-08-21,2892478.2431443227,348.0068009388633
2025-08-22,2898156.2709153187,348.0068009388633
2025-08-25,2923881.278799932,220.68645374046173
2025-08-26,2908471.414496343,220.68645374046173
2025-08-28,2894743.4857091117,220.68645374046173
2025-08-29,2896812.4227055716,220.68645374046173
2025-09-01,2961132.6824647496,140.27107253775466
2025-09-02,2959833.4280397007,140.27107253775466
2025-09-03,2975656.9111939976,140.27107253775466
2025-09-04,2975196.830154569,140.27107253775466
2025-09-05,2997240.335846097,140.27107253775466
2025-09-08,3038519.293545503,273.83321835449897
2025-09-09,3060857.5415313425,273.83321835449897
2025-09-10,3049607.755215425,273.83321835449897
2025-09-11,3046130.2412841506,273.83321835449897
2025-09-12,3112788.1227386184,273.83321835449897
2025-09-15,3106699.7723540966,101.60534665046725
2025-09-16,3136762.1330184643,101.60534665046725
2025-09-17,3118440.4055862133,101.60534665046725
2025-09-18,3116761.2675552075,101.60534665046725
2025-09-19,3137841.5176925366,101.60534665046725
2025-09-22,3167439.9039306347,101.60534665046725
2025-09-23,3179675.4452666943,101.60534665046725
2025-09-24,3171246.875778169,101.60534665046725
2025-09-25,3182430.5251769726,101.60534665046725
2025-09-26,3185810.478500337,101.60534665046725
2025-09-29,3239717.5795287793,101.60534665046725
2025-09-30,3198253.900573701,101.60534665046725
2025-10-01,3258531.648406953,101.60534665046725
2025-10-03,3272853.503799409,101.60534665046725
2025-10-06,3369519.8642425244,101.60534665046725
2025-10-07,3323058.917297334,101.60534665046725
2025-10-08,3371889.434722871,101.60534665046725
2025-10-09,3438053.7717895214,101.60534665046725
2025-10-10,3399374.336044282,101.60534665046725
2025-10-13,3464753.767255403,131.55189285427332
2025-10-14,3540579.0002876297,131.55189285427332
2025-10-15,3497192.7389350906,131.55189285427332
2025-10-16,3432325.739713289,131.55189285427332
2025-10-17,3456020.518506624,131.55189285427332
2025-10-20,3377568.1014154064,79.12537170527503
2025-10-21,3359623.337514649,79.12537170527503
2025-10-23,3293592.706578981,79.12537170527503
2025-10-24,79.12537170527503,79.12537170527503
2025-10-27,3249840.4193952642,336.5875776375178
2025-10-28,3240194.38945752,336.5875776375178
2025-10-29,3238875.9987409674,336.5875776375178
2025-10-30,3246021.423911866,336.5875776375178
2025-10-31,3229716.4854047857,336.5875776375178
2025-11-03,3240010.8132711113,27.19994408497587
2025-11-04,3208936.887665338,27.19994408497587
2025-11-06,3186800.6164708794,27.19994408497587
2025-11-07,3175941.77271325,27.19994408497587
2025-11-10,3208421.4962468804,27.19994408497587
2025-11-11,3226986.0052724537,27.19994408497587
2025-11-12,3251211.3225484546,27.19994408497587
2025-11-13,3231406.2945028013,27.19994408497587
2025-11-14,3217352.236008233,27.19994408497587
2025-11-17,3221122.5523444973,6.617299254983664
2025-11-18,3202607.6609489284,6.617299254983664
2025-11-19,3207731.969119247,6.617299254983664
2025-11-20,3220110.700753387,6.617299254983664
2025-11-21,3192512.569472488,6.617299254983664
